	user	text	location	date
498	sougatf	"Long/Short Ethereum moves with up to 100x Leverage at PrimeXBT! 🤑🎉

Register right away and trade your $75 into $50… https://t.co/xzaaOzjM7B"	South Yuba City	2019-07-18 20:38:23
499	Bad_Chilly_	@ltc_angel Why is everyone willfully giving up their biometric data to a company that is selling their information.… https://t.co/j4249EOlkn	Colorado	2019-07-18 20:37:58
500	currentcoinnews	"Top10 #cryptocurrencies:

$BTC $10,629.37 (+8.0%)
$ETH $225.56 (+5.4%)
$XRP $0.32 (+1.9%)
$LTC $100.257 (+10.2%)… https://t.co/IBKsZnFkdN"		2019-07-18 20:33:56
501	TheBitcoinKing	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? https://t.co/FI9qwUDDnn	₿lockchain	2019-07-18 20:33:50
502	ArynnPCMR	I might be acting different after that LTC halving	Rozhok, Erangel	2019-07-18 20:33:39
503	CoinoMonitor	Top12 from big coins: #XRP 0.72%, #BTC 0.68%, #LTC 0.62%, #XLM 0.57%, #ETH 0.41%, #ADA 0.19%, #BSV 0.19%, #TRX 0.16… https://t.co/uLIPdmUq9H		2019-07-18 20:33:00
504	CoinGnuBot001	"Fluctuation of major coins (past 1 H)

🔥⤴ $BTC Bitcoin  0.00%
🔥⤴ $ETH Ethereum  +0.24%
🔥⤴ $XRP XRP  +0.37%
🔥⤴ $LTC… https://t.co/JtxTiGa4wd"		2019-07-18 20:32:49
505	Trucker_jerry44	@ripjetson9 @jjyeley1 A little trivia do you know what the acronym LTC stood for ? L.T. Caruthers. Red Caruthers  g… https://t.co/jj1mMBFl9F		2019-07-18 20:32:19
506	TexasAngelsHome	Please remember that our loved ones w/#dementia are still themselves. Patience.  #DFW #ForthWorth #ENDALZ  #FTW… https://t.co/VottFSQuU5	Fort Worth, TX	2019-07-18 20:31:08
507	StartBitcoinOK	#Bitcoin &amp; Crypto Market Near Key Juncture: LTC, BNB, BCH, TRX Analysis #Btc #Cryptocurrency #finance #forex… https://t.co/rXdvbW5QEv		2019-07-18 20:30:33
508	robostopia	"💰 Market Cap: $288,442,257,548
👊 BTC Dominance: 65.73%
1️⃣ BTC: $10,629.37 | 1H: 0.61%
2️⃣ ETH: $225.73 | 1H: 0.41%… https://t.co/i4V23BK7O9"	World	2019-07-18 20:30:16
509	thirdbrainfx	"Check all here --&gt; https://t.co/S1I0bDpMr2 
On #Hitbtc #LTC to #USD -- &gt; 100.5086, volume --&gt; 23843 
On #Livecoin… https://t.co/Uj6zErnAzT"	Lausanne (Switzerland)	2019-07-18 20:30:01
510	LTC_UD	@LTC_UD: We make sure the rooms are cleaned and straightened up for the next morning. Check out what else goes on i… https://t.co/fwbkFQUrPb	Ground Floor of Roesch Library	2019-07-18 20:30:00
511	jasonclarktwit	this channel called $DGB before it made 6x. they only share high reward, low risk signals. join:… https://t.co/gF9XlV6ZBS		2019-07-18 20:29:16
512	anb__aio	"Long/Short BTC moves with best exchange Binance 🎉👑

Sign up and trade your $10 into $10000

✅… https://t.co/MLQkiSjmD8"		2019-07-18 20:29:00
513	CryptoPaul15	STOP transferring whatever coin you have into or out of @coinbase .....it takes too long and the fees kill you....s… https://t.co/Cj1sDFtPPl	United states	2019-07-18 20:26:59
514	SergheiPogor	"BTC and LTC Halving ‘Shock’ May Be Mitigated by Merged Mining: Report
#Bitcoin #BTCPeek #FreeBitcoin #BTC #FreeBTC… https://t.co/OjpZQhVAFl"	Moldova	2019-07-18 20:26:49
515	aron_bryce	@flipsickle Also Griz because, similar to LTC is one of the happiest places you could ever be. Funky beats and smil… https://t.co/BdvS09GqFG	St Petersburg, FL	2019-07-18 20:26:47
516	tysonsherif	@johnkim77 @CyhChloe @OKEx @JasmineLiu08 so this is what the ltc tour is about. lol		2019-07-18 20:26:11
517	flabrah5	#LTC #Litecoin is better than #BTC #Bitcoin. Why? Because when I send $10k it costs 25 cents. BTC costs about $30.… https://t.co/8fnQDKWcjW	Australia	2019-07-18 20:26:06
518	thuthuatmaytinh	Price Analysis 15/07: BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, TRX, XLM https://t.co/InKk2chGUy #Ethereum #Crypto… https://t.co/dBsw6hN0sQ	192.168.1.1	2019-07-18 20:25:51
519	aron_bryce	"@flipsickle Louis the Child - happiest place on earth is an LTC set

Odesza - incomparable. easily the most beautif… https://t.co/5BM0HiZdaL"	St Petersburg, FL	2019-07-18 20:25:50
520	LIAMODONOGHUE1	@justinsuntron @WarrenBuffett Ask him how much LTC he owns. I heard he’s a major investor in same.		2019-07-18 20:25:26
521	CryptoTweet6	@CobraCrypto $400.000:10=40.000, considering the halving, it would be 20.000....so $LTC will need to become $20.000… https://t.co/EAVtYZLlSY	Nederland	2019-07-18 20:24:51
522	life0fricardo	@ShardiB2 LTC isn’t a ALT 😎		2019-07-18 20:24:37
523	CryptoBitNews2	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? https://t.co/4LL0vVZQBS https://t.co/604l5ekiCU	London, England	2019-07-18 20:24:09
524	amruthasuri	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? #Blockchain #fintech #crypto  https://t.co/fgDQfJcvx2	Hyderabad, India	2019-07-18 20:24:05
525	steinrmrz	"Yes! We are working in some illustrations #drawing #draw #btc #ltc #handmade #cryptoart
https://t.co/RQnbvgbUzr https://t.co/HyGZ03gvjT"	Colombia	2019-07-18 20:23:07
526	rescuewarrior	LTC Allen West: R.I.P Racism https://t.co/0XkAOxp3I8 via @YouTube Thank you so much! Please come back to Fl. &amp; run… https://t.co/d791jlWhRS	Port St. Lucie, FL	2019-07-18 20:22:55
527	yadersarmiento	@CoinBene How long is LTC withdrawals usually delayed?		2019-07-18 20:22:49
528	PoiSzn	@Murfski_ Fuck LTC is so clean! And you're right' is leading the market	Click the link below to Learn more	2019-07-18 20:22:05
529	AaronLevi_LTC	I have a question - Is anyone actually believing this GARBAGE they are throwing out!?!?! If the economy were boomin… https://t.co/HJqc9bqul4		2019-07-18 20:21:03
530	drsjamesserra	@ltc_angel This is a double FaceApp #OldnWise	The Netherlands	2019-07-18 20:19:47
531	ADavidKnapp	"@APompliano All traditional UTXOs ($BTC, $LTC, $DGB, etc)  are far more transparent than HSBC.  

Try getting a sub… https://t.co/pGUg3N9I1a"	Austin, TX	2019-07-18 20:19:42
532	Cryptoman20	"@ltc_angel @TheCryptomist “The dominance of btc will be 40%-46% “ 
 Is she right for your opinion ?
 IS SHE? 😡"	California, USA	2019-07-18 20:19:34
533	jasonclarktwit	"don't miss out on registering on Binance, before they close registrations again

 https://t.co/tmxmHXfuc3

 $BTC… https://t.co/Q2LgcPIGbs"		2019-07-18 20:19:20
534	tradingbtc1	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers?,https://t.co/HIxtYtYb9n		2019-07-18 20:18:29
535	estesp	Memory 12 for #25daysto25years @IBM: Working with IBM's Linux distribution partners and Linux distro packaging with… https://t.co/iHe4ipi7Uc	Charlottesville, VA, USA	2019-07-18 20:18:00
536	Bitcoin_Jedi	"Watch #Ripple's CEO on @SquawkCNBC @CNBC

Notice the #crypto's listed #Bitcoin #XRP #ETH #LTC

BTC, XRP  &amp;… https://t.co/SuPeT3OAC9"	🇬🇧🇫🇷🍁🇯🇵🇷🇺🇺🇸🇩🇪	2019-07-18 20:17:59
537	Willie_6400	How much % you are from your original investment in crypto $BTC $ETH $LTC $LINK $TRX $ERD $MATIC	Charlotte, NC	2019-07-18 20:17:15
538	Chart_Fu	@CryptoDonAlt Jinxed us when you closed that 16% LTC trade .		2019-07-18 20:16:49
539	glennjbarber1	"Best movers among Top 20:
$NEO (NEO) +18.5
$TRON (Tronix) +13.4%
$LTC (Litecoin) +10.9%

Worst movers among Top 20:… https://t.co/bLAirvxZVo"	New York, NY	2019-07-18 20:15:51
540	robostopia	"💰 Market Cap: $287,845,834,076
👊 BTC Dominance: 65.71%
💚 BTC: $10611.1161279
💚 ETH: 0.02119557 BTC
❤ XRP: 0.0000304… https://t.co/LrjN3XLLKp"	World	2019-07-18 20:15:02
541	thirdbrainfx	"Check all here --&gt; https://t.co/S1I0bDpMr2 
On #Coinbase Pro #BTC to #EUR -- &gt; 9309.15, volume --&gt; 2038 
On #wexnz… https://t.co/8RwA0gtWbD"	Lausanne (Switzerland)	2019-07-18 20:15:01
542	frakkan	Mooned 😂 #xrp #btc #dgb #ltc #trx #eth #bnb https://t.co/GzwUuNF3Fq		2019-07-18 20:14:38
543	CLRI_LTC	@KateDucak We are so thrilled to collaborate with @TinaKalviainen and the Behavioural Supports Ontario Provincial C… https://t.co/SoTk2PvSxG		2019-07-18 20:14:09
544	gator_bitcoin	@vermi_shell @l3l2ucelee @CryptoChartsJoe @ltc_angel @CryptOwenWilson I was buying under 100 to 77, avg 89 and now… https://t.co/RDpC5zFeNH	The Swamp🐊Go Gators! Go BTC!	2019-07-18 20:13:46
545	cryptomags99	@ltc_angel I know you’re beautiful!	New York, USA	2019-07-18 20:12:09
546	CLRI_LTC	@MemorySparx Absolutely! We are so grateful to be able to spread this education along with @TinaKalviainen and the… https://t.co/g1DpFQ9fMz		2019-07-18 20:11:13
547	vermi_shell	@gator_bitcoin @l3l2ucelee @CryptoChartsJoe @ltc_angel @CryptOwenWilson Argh painful why didn’t u wait the 8 seconds 😂		2019-07-18 20:10:48
548	CryptoPREngine	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? https://t.co/dVWmbgNq9M		2019-07-18 20:10:30
549	twigwam	"credit- u/ev1501
#btc #eth #ltc #xrp https://t.co/bMbyHbIhy4"	NYC, USA	2019-07-18 20:10:28
550	Shoot4Game	Watching LTC go up while you not in the game is heart-wrenching	Seireitei , U$A	2019-07-18 20:09:40
551	leandersnijders	"The last weeks felt like moon time. But maybe we're going to Mars?
#BTC #TRUMP #CRYPTO #ETH #LTC #EOS #TRX #XLM… https://t.co/FURC7F7our"	The Netherlands	2019-07-18 20:09:23
552	CoinCapsAi	"#blockchain in #asia: #companies #hesitant to #adopt #blockchain #ey #reveals 
#instacryptocurrency #blockchain… https://t.co/iD1oHaufbZ"	The World	2019-07-18 20:09:02
553	CryptoNaut11	HODLing crypto be like... #bitcoin #BTC #btc #ETH #LTC #XLM #Zcash #HODL #LitecoinFam #ZRX #monero #ICX #XMR… https://t.co/dXLlSDCNxS	earth	2019-07-18 20:09:02
554	ricecrypto	"WIN A CRYPTO WALLET SHIELD -- 
One of the biggest threats to crypto is that of an EMP attack. Protect your crypto w… https://t.co/KdxnXmV4iY"	Pleiades	2019-07-18 20:08:52
555	Dudesignals	@Another_LTC_Guy It was a gif contest that I organized.		2019-07-18 20:08:30
556	davidpgil	@Puri_sm , will the #Librem5 have a non-custodial #cryptocurrency wallet? A wallet that I actually own the keys to?… https://t.co/oBwxVO39sz	New York, USA	2019-07-18 20:07:54
557	Price_Of_LTC	"The price of Litecoin is $100.63! https://t.co/mMOCLa5dCJ 

#Litecoin #LTC #BTC #Bitcoin"	Miami, FL	2019-07-18 20:07:27
558	fxlife123	#BTC #bitcoin #ETH #LTC #cryptotrading MADE SO MUCH MONEY TODAY... FUCK FOREX LOL	New York, NY	2019-07-18 20:07:06
559	UVtho	Mine was $LTC and $XRP in november 2017. A bit earlier than the top buyers, but not a seller either 🥴		2019-07-18 20:06:29
560	Alison_615	"$LTC hit TP1, 114% Profits🚀

For Free signals, join telegram- https://t.co/DUwKupU5QH

$TEN $NCASH $DTA $PPC $BRD… https://t.co/0SfKyzMwCJ"		2019-07-18 20:05:59
561	aorabi85	#CRYPTOCURRENCIES are mooning! With https://t.co/I6fKs4Qg0V you can FIND where CRYPTOCURRENCIES are moving before o… https://t.co/gMuiwX6mDo		2019-07-18 20:05:54
562	hypnotist108	History in the making #ETH #Ethereum #BTC #btcnews #XRP #XRPcommunity #xrparmy #xrpcommmunity #XLM #eosusd #LTC… https://t.co/Ixux5Qafnq		2019-07-18 20:05:19
563	CryptoNaut11	👨‍🚀I was surprised to see the pump today and now it looks like it's done. ⬆️⬇️ I dunno... #bitcoin #BTC #btc #ETH… https://t.co/rV5AIRqXV5	earth	2019-07-18 20:05:18
564	sharpcredit1	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? https://t.co/tslQjwJlfj https://t.co/IHEPBO8OFM		2019-07-18 20:05:13
565	StepinacSports	Two Stepinac alumni meet as Commanders in the defense of the Arabian Gulf. US #Army LTC Mike Roddick '97, US Comman… https://t.co/6GbsxYIwvz	White Plains NY	2019-07-18 20:04:37
566	bitsmart_ltc	LTC $99.97 Down -$0.97 -0.97% in the last hour #litecoin #bitsmart		2019-07-18 20:04:25
567	ltc_angel	@cryptomags99 I'm not old	On the blockchain 00110110 001	2019-07-18 20:04:06
568	ptscrypto1	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? https://t.co/xeTFee5tTk https://t.co/XL5xRE8MQd		2019-07-18 20:03:33
569	btc_update	"US Treasury Secretary Says Cash Is Not Laundered As Much As Bitcoin Is https://t.co/fGjhitI4Bs
#bitcoin #crypto… https://t.co/7uA0djkBkl"		2019-07-18 20:03:32
570	RalphPo91162800	"Got #sharding boom #apollocurrency #APL only #crypto that has database #sharding on mainnet 
#blockchain 
#btc
#eth… https://t.co/Sqf7nvdgVE"		2019-07-18 20:02:55
571	JudgeRoyBean9	@royalsreview A mix of $BTC, $ETH, and $LTC		2019-07-18 20:02:00
572	CryptomaQ	"Bitcoin Suisse Joins Crypto Companies Looking To Become Swiss Banks https://t.co/Wi4QAmGbo2 

#bitcoin #bitcoinnews… https://t.co/l4mH3STGFo"		2019-07-18 20:01:12
573	coinmarketdaddy	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? #cryptocurrencies #bitcoin #crypto #cryptocurrency https://t.co/H3S0t547ya	United Kingdom	2019-07-18 20:00:42
574	MadMusicRadio	Wanna donate maybe? Donations help support Mad Music Radio but are NOT required or even expected by our viewers. Ho… https://t.co/nbQBMNKAnS	Mad Music HQ	2019-07-18 20:00:30
575	CryptoNaut11	👨‍🚀AAAAaaaaand it's done!!!📉 #bitcoin #BTC #btc #ETH #LTC #XLM #Zcash #LitecoinFam #ZRX #monero #ICX #XMR #DecreD… https://t.co/jgr4op0GTh	earth	2019-07-18 20:00:29
576	litecoin_price_	"Price of 1 LTC to USD: $100.08 (Change: -0.86 %)
Price of 1 LTC to BTC: 0.00950155 Ƀ (Change: -0.01 %)
#litecoin #LTC $LTC"	Bulgaria	2019-07-18 20:00:27
577	CryptoGulp	"Top 5 Cryptocurrencies - Current Prices

$BTC: $10,528.06 - Bitcoin 🔻 -0.56%
$ETH: $223.87 - Ethereum 🔻 -0.36%
$XRP… https://t.co/65GdXTumDD"	🌐	2019-07-18 20:00:20
578	robostopia	"💰 Market Cap: $286,180,266,022
👊 BTC Dominance: 65.66%
1️⃣ BTC: $10,541.54 | 1H: -0.47%
2️⃣ ETH: $223.82 | 1H: -0.3… https://t.co/mrpZlnCaHV"	World	2019-07-18 20:00:17
579	coinstats	"Litecoin - LTC
Price: $99.97
Change in 1h: -0.85%
Market cap: $6,270,180,317.00
Ranking: 4
#Litecoin #LTC"	Blockchain	2019-07-18 20:00:16
580	LTC_PRICE	Last litecoin price on bitstamp: $ 100.25		2019-07-18 20:00:12
581	cryptcoin_trade	"Litecoin: $100.03
 +11.97% (+$10.69)
High: $104.13
Low: $86.55
Volume: 12187

$LTC #LTC #litecoin"		2019-07-18 20:00:04
582	cryptoticker247	"Current prices and changes in the last hour:

$BTC: $10528.06 | -0.56%
$ETH: $223.87 | -0.36%
$XRP: $0.322008 | -0.… https://t.co/KxEzWi6W7B"		2019-07-18 20:00:03
583	CoinTrendz	"Top 10 Mentions on Twitter in the last hour - $BTC $ETH $LTC $XRP $LINK $SLV $BCH $XLM $EOS $NEO 

More on… https://t.co/dMXPAeVvcl"		2019-07-18 20:00:03
584	LTC_UD	"On the RISE of Navigating Conferences &amp; Self-Care - @geiendorsed 
https://t.co/gLsDTprlce"	Ground Floor of Roesch Library	2019-07-18 20:00:02
585	Yong53148877	@TylerSCrypto Ok.... xrp from .006 to 3.50 high. Ltc from 4.30 to 350 high... so... ??		2019-07-18 19:59:59
586	Colt_6920	Click here👉https://t.co/rVtNRNbhT9👈to join the community and mine pi for yourself. Mine is operational in 150+count… https://t.co/ejU5L55XPT	grilling in the back yard	2019-07-18 19:59:29
587	The_Dragonite	"In a span of 4 days ive found 3 different kinds of trash/foods in whole left in my car from LTC.

Smashers."	Texas, USA	2019-07-18 19:59:22
588	jasonclarktwit	"don't miss out on registering on Binance, before they close registrations again

 https://t.co/tmxmHXfuc3

 $BTC… https://t.co/CotK2sHXgJ"		2019-07-18 19:59:19
589	JeffreyAWillia4	"Litecoin market overview: LTC/USD jumps 12% stepping above $100
https://t.co/AQ5I3B5nBt"	Gunter Texas	2019-07-18 19:59:16
590	OhaiYousoro	"i’m so happy ltc is over
no more stress or shit going on, my mindset has improved greatly. i’m now just focusing on… https://t.co/9kvLudAGDR"	It’s Showtime!	2019-07-18 19:59:07
591	Another_LTC_Guy	Soooo have the gaps been filled at 8500-9000 range orrr???? #bitcoin #btc	Los Angeles, CA	2019-07-18 19:58:24
592	FirstCryptoBank	"https://t.co/F1pZzfioYs
https://t.co/xtCebvjSB0
https://t.co/Qar6fz2JxK

(VGC) coin market was added"	United Kingdom	2019-07-18 19:58:16
593	Bitthereumcoin	"#Bitcoin back above $10K, with LTC and BSV gaining more than 10%

via @blockfolio

 https://t.co/AwhvSolpwd"	Nederland	2019-07-18 19:57:57
594	SnooviaZ	"Binance is the best crypto exchange in the world. Large selection of coins

Click here: https://t.co/Xg9GX11lgy… https://t.co/PlE6qbBrsT"		2019-07-18 19:57:22
595	cryptomags99	@ltc_angel Why are you	New York, USA	2019-07-18 19:57:15
596	tech_bitcoin	"""Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers?"" https://t.co/T7GIZQE39J #bitcoin https://t.co/SM1W3DxQVL"	London, England	2019-07-18 19:57:08
597	sackpickred	"Binance is the ultimate crypto exchange ever. Register for BONUS!

Click here: https://t.co/OvszBE07zn

$GTO $ETH… https://t.co/BErHH1ycw5"		2019-07-18 19:56:50
598	TheReal_KDubb	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? https://t.co/uWySis3mxI #cryptocurrency #feedly	LA,Houston, NYC, ATL,Tampa	2019-07-18 19:56:45
599	crypto_rate	Creator of $LTC is the best trader of us all. He can tweet that he sold everything at the top and make perfect pred… https://t.co/tRqa0nPjVz		2019-07-18 19:56:36
600	ironman99554557	@MAX_exch @SatoshiLite @Excellion @AndrewYang @LinaSeiche He is working really hard to take ltc to moon https://t.co/MTyoRecAVC		2019-07-18 19:56:24
601	bjhunix	"Long/Short Ethereum moves with up to 100x Leverage at PrimeXBT! 🤑🎉

Register right away and trade your $75 into $50… https://t.co/XofZmGyLUx"	Muskegon	2019-07-18 19:56:04
602	CryptoWeatherON	Most #BTC volume coins - Wednesday, 17 July 2019 #cryptoweather #crypto #weather #bnb #eth #ltc #xrp #eos https://t.co/ejMq4Dpnht		2019-07-18 19:55:13
603	LTC_Hunter	"""They're not sending us their best.""

No, Mr. President, they aren't. https://t.co/Y0NjzU8y8m"	People's Republik of Illinois	2019-07-18 19:55:07
604	crypto_bot_twit	"Litecoin (LTC) is currently at : 

$ 99.75
€ 88.48
£ 79.525
¥ 10698.668113455
₽ 6270.2451

coinbase values at2019-07-18 19:55:06 GMT"		2019-07-18 19:55:07
605	aWebAnalysis	"Litecoin LTC Current Price:
$100.11
1 Hour: -0.87 % | 24 Hours: 9.94 % | 7 Days: -2.66 %
#ltc #litecoin"	New York, NY	2019-07-18 19:55:06
606	mohibmo78041051	"ICO STARTS NOW

first 3 get 100%

0.1 ETH = 100.000 WDX
send eth to address:  0xf1393E0Ba0BAc81CC569142b5d0988c606d… https://t.co/P8AeemRPWq"		2019-07-18 19:54:32
607	TylerSCrypto	@theskoolpsych @Jekyll_uk @CryptoMan976 Jason if LTC dumps I expect a tweet 😼	Philadelphia, PA	2019-07-18 19:54:15
608	Runitonce1991	@BoilingPointLTC Where do you see ltc retracing lower?		2019-07-18 19:54:04
609	tourdemorph	@cIikkie birds on the background like in ltc?	rach ♡ jtb	2019-07-18 19:53:56
610	Remi_Vladuceanu	"Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers?
➡️https://t.co/fla0WtwtTL
🗺️
▶️https://t.co/vdnO18c8ZC… https://t.co/vEltHCt3Rv"	Blockchain	2019-07-18 19:53:56
611	LTC_Hunter	@ShootingIllustr @HecklerAndKoch A 7.62x51mm NATO rifle with a 2-8x36mm Leupold... if they use this combination wit… https://t.co/7KgijKPwSZ	People's Republik of Illinois	2019-07-18 19:53:43
612	forexassassins	#LTC  congrats if you saw my tweet. there's 33 % fast eh. https://t.co/3N1DCmDWzM	Connecticut, USA	2019-07-18 19:53:19
613	Twenty_fo_seven	#ath for  #ltc #btc end of 2021 it's called the 4 year cycle that has to do with the #halvening ✂️ .… https://t.co/hr4MCzHWAO		2019-07-18 19:52:28
614	BoilingPointLTC	want some hopium #LitecoinFam? Floor should be set by the end of August because of halving. This is a bullish scena… https://t.co/REJpZNO0iB	Crypton	2019-07-18 19:51:55
615	cryptoexp24764D	"See Last 3 days' Premium results!!!

For Free signals https://t.co/8UAfSvpzKZ

#crypto #ethereum #altcoins #market… https://t.co/3H1jNPq1e9"		2019-07-18 19:51:07
616	julien091277	"What time is it ? #compoundinterest time ! Will realise my 3rd #arbitrage of the day ! $ltc $btc $eth $xlm 
How ?… https://t.co/b8lzg1Dykg"	Bordeaux, France	2019-07-18 19:50:39
617	hardmoneynow	Don't make me a liar! $ltc  let's get a strong daily close! https://t.co/vPnSpA9M6t	New York	2019-07-18 19:50:36
618	mundocriptonews	#Litecoin July 17, 2019 at 03:50PM, 1 LTC equivale a 101.66 USD.	colombia	2019-07-18 19:50:09
619	hardmoneynow	Don't make me a liar! $ltc  let's get a strong daily close! https://t.co/zR5OGoYTmc	New York	2019-07-18 19:49:55
620	nithpsalm	"Buy/Sell BTC moves with up to 100x Leverage at PrimeXBT! 🤑🤩

Sign up today and convert your $100 into $5000:

✅… https://t.co/zq2rBmex3c"	Satellite Beach	2019-07-18 19:49:42
621	crypto__mak	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? https://t.co/spMsHeBVXZ #Cryptocurrency #litecoin #LTC #ronpaul #Technical	United Kingdom	2019-07-18 19:49:07
622	shitposterchiId	@TrogMD @ltc_angel I hate it		2019-07-18 19:48:55
623	please01417095	"BTC,ETH,ETC,LTC,BCH,MONA
Can someone please send me?　
#Bitcoin #VirtualCurrency"		2019-07-18 19:48:50
624	AHamiedNHS	@ArfanSamina @JonRouseGM Could I suggest a #deepdive on a couple of #ltc with relevant subject matter expert, inter… https://t.co/j6waH0Ixa7	Rochdale	2019-07-18 19:47:24
625	AlertTrade	LTC Long Idea https://t.co/OBVtSQX1Sn 🏆⚽🥇 $BTC Sportsbook via ⟶ https://t.co/Yfh6NcikBA https://t.co/Voh9Z8ku5D		2019-07-18 19:46:39
626	FTYPE13	"You can see Our Pro group Made Day Profit And Have a Good accuracy !

https://t.co/2NuQB72yfM

#BITMEX #BTC #ADA… https://t.co/XpUj63tLXi"		2019-07-18 19:46:31
627	AyhanKutahya	"💸  FREE $XLM  💸

So quick and easy  !!!✔
Don't miss out !!!✔

$BTC $ETH $LTC $TRX $BTT $XRP
$BCH $BNB $ICX $ATOM… https://t.co/whjejX6itA"	Eskişehir	2019-07-18 19:46:27
628	SimpleLTC	I get asked a lot about longevity. It helps that I’m 104 #LTC #Aging https://t.co/N28rPcY9cq	Dallas, TX	2019-07-18 19:45:06
629	robostopia	"💰 Market Cap: $287,581,623,480
👊 BTC Dominance: 65.69%
❤ BTC: $10560.914818
❤ ETH: 0.02117381 BTC
❤ XRP: 0.00003053… https://t.co/CiISFJxoUH"	World	2019-07-18 19:45:02
630	jasonclarktwit	this channel called $DGB before it made 6x. they only share high reward, low risk signals. join:… https://t.co/qvKHgWTzhv		2019-07-18 19:44:16
631	btc_update	"Here’s Why Bitcoin Is Plunging Today https://t.co/9ZyoJP4Epc
#bitcoin #crypto #blockchain #btc #news… https://t.co/ituVYaevd6"		2019-07-18 19:43:15
632	Patrick_LTC	@maxkeiser Agreed	California, USA	2019-07-18 19:42:27
633	Simon23105395	Litecoin (LTC) Trading Volume Grows, Will $100 Stop Buyers? - Nope maybe $5,000 https://t.co/ZgtRS3EYcL	United States	2019-07-18 19:41:53
634	cryptoexp24764A	"See Last 3 days' Premium results!!!

Free crypto channel, Join https://t.co/vNeG3dVYE5

#waves #harmony $BAT $DENT… https://t.co/WKWm2QyRRz"		2019-07-18 19:41:40
635	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$BTC - 10593.43 $ (+0.34 %)
$ETH - 224.6 $    (+0.39 %)
$XRP - 0.32 $     (+0.0… https://t.co/QlHH4PFSdP"		2019-07-18 19:41:39
636	BittrexPrices	"🔄 Prices update in $USDT (1 hour):

$BTC - 10563.86 $  (+0.05 %)
$ETH - 223.95 $    (-0.1 %)
$XRP - 0.32 $      (+0… https://t.co/zycSO627yo"		2019-07-18 19:41:37
637	cryptosUSD	"🔄 Prices update in $USD (1 hour):

$BTC   - 10618.8 $   (+0.45 %)
$ETH   - 225.47 $    (+0.53 %)
$XRP   - 0.32 $… https://t.co/EyoPgTtQs3"		2019-07-18 19:41:37
638	analyst5_bot	"#crypto mkt cap last hour

🚀
$NEO +9.158m
$CRO +7.678m
$SC +5.831m

🌧️
$BTC -275.963m
$LTC -64.954m
$BCH -47.968m

#bitcoin #cryptocurrency"		2019-07-18 19:40:45
639	CryptoWeatherON	Most $ volume coins - Wednesday, 17 July 2019 #cryptoweather #crypto #weather #btc #bnb #eth #ltc #eos https://t.co/xB7M3qm5HH		2019-07-18 19:40:11
640	LTC_Hunter	@ScottC20012 You know... I don't think in such terms, so it never occurred to me... but yeah, somehow, someway, som… https://t.co/TdUYWiwRm8	People's Republik of Illinois	2019-07-18 19:39:33
641	jasonclarktwit	"don't miss out on registering on Binance, before they close registrations again

 https://t.co/tmxmHXfuc3

 $BTC… https://t.co/2qykjXUwt9"		2019-07-18 19:39:19
642	CryptoCryptoNe3	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? CRYPTO CRYPTO NEWS - https://t.co/CqYsqY4nxk	Planet Crypto 	2019-07-18 19:38:38
643	BoersenMedien	#Litecoin #LTC drops -1.12% in one hour. #Dash #DASH drops -1.07% in one hour. #Chainlink #LINK jumps 1.55% in one hour.	Berli	2019-07-18 19:38:02
644	Cryptopleppi	"Why the FUCK can't @binance implement a STOP LOSS and a SELL ORDER simultaneously ?

#bitcoin #binance #crypto $BTC… https://t.co/KHqOMxJdJf"	The Netherlands	2019-07-18 19:37:31
645	ErikCV_FIO	"Market Cap:  $286.578.372.970
24h Vol:  $82.121.308.906
BTC Dominance:  65.8%

#BTC #Bitcoin #ETH #Ethereum #LTC… https://t.co/Cy0uHDM2Bu"	Blockchain	2019-07-18 19:37:29
646	crypto_renegade	Litecoin (LTC) Trading Volumes Swelling, Will $100 Stop Buyers? https://t.co/2C0LDgi7Lc https://t.co/fNtoJGam6y		2019-07-18 19:37:13
647	PeterGeorge_LTC	"There are No Free Markets anymore, Just Interventions.
https://t.co/Wh68SXNSLT"	Vancouver, British Columbia	2019-07-18 19:36:29
648	_AvV_	"The Orange Pi Zero SMPTE LTC firmware is successfully tested with the following hardware/software:
https://t.co/wJoxONNzaQ"	The Netherlands	2019-07-18 19:36:13
