	user	text	location	date
12	westsidefilm	@marshal_xrp_moe Have you read any of the email updates since may 3rd? 1256 orders have been fulfilled so far. We a… https://t.co/EhVQ6JzRjb	Los Angeles, California	2019-07-19 00:54:24
13	tburgs123	Just number 5 most hodled? I bet that has to do with the speed of transactions. Sometimes #XRP is just TOO FAST to… https://t.co/7yiYyLfty8	Utah	2019-07-19 00:53:41
14	mexicoinxrp1	@perucryptoXRP @xrptipbot Doing my very best to inform and spread the XRP Word  here un México my friend wish you o… https://t.co/dFpQI0wqaO	Mexico	2019-07-19 00:53:29
15	mrlevelup	@cyberacumen I haven't looked yet just XRP. I know BTC didn't do it for me on a 1-2 hr today.		2019-07-19 00:53:20
16	kimberlyjo1313	"@digitalassetbuy @CNBC I've just received 53,700 #XRP after watching this AMAZING VIDEO!
  Meanwhile, everyone can… https://t.co/9Uonhs0UqO"		2019-07-19 00:52:42
17	XRP_ANDY	@perucryptoXRP @xrptipbot Thank you! God bless you!!		2019-07-19 00:52:25
18	CognitiveKnight	$XRP  When the trend changes, maybe I'll risk a long.  But probably not https://t.co/1CvDf96zy4		2019-07-19 00:52:18
19	xrpyjama	Facebook too https://t.co/eVkMhyaQmn		2019-07-19 00:51:55
20	XRP_ANDY	@soserie556 @LLAMAreignbow @perucryptoXRP @digitalassetbuy @JayedMartian @MoonLamboio @xrp_mami @XrpMr… https://t.co/jgtBVEfxIS		2019-07-19 00:51:50
21	OneWicht	@loomdart XRP Fanboys? https://t.co/6arovnzWCb	Muchentuchen	2019-07-19 00:51:33
22	GetOnLifeSupprt	@goFaast #Bitcoin #Apollocurrency #libra (sadly) #Mtc (docademics) #XRP		2019-07-19 00:51:13
23	BinanceRsi	"Binance RSI + STOCH 15 min strategy.
Currently RSI and STOCH below 30:
$XRP

#binanceRSI #rsi #binance #binancesuggestions"		2019-07-19 00:50:27
24	XRP_YD7	@perucryptoXRP @xrptipbot Thank you!		2019-07-19 00:50:27
25	crypto_grower	"🌱 #BUY Signal – Dip detected🌱

📈 Market: $XRP
🏪 Exchange: Poloniex 
💰 Current BTC value: 0.00003018"	Moon, PA	2019-07-19 00:50:11
26	BullDawgBrewer	"A LOT of good news circulating about #xrp #xrpthestandard. Future looks REALLY bright 😎🌞
Do I have blinders on? Any… https://t.co/E5OSo2LLY0"		2019-07-19 00:50:09
27	crypto_grower	"🌱 #BUY Signal – Dip detected🌱

📈 Market: $XRP
🏪 Exchange: Bittrex 
💰 Current BTC value: 0.00003011"	Moon, PA	2019-07-19 00:50:08
28	loomdart	Call me lawndart because everytime I take a trade / say something bad about xrp I end up hurting kids		2019-07-19 00:49:39
29	DigitalNomadInv	"LIVE in 10 min!
DNI at 9:00pm EST!
XRP in the future?!?!
https://t.co/BJBBQIbZxN
#XRP @xrp_4 @xrp_phoenix… https://t.co/VsKraj3RGe"	Today..Southeast Asia	2019-07-19 00:49:37
30	Bitionaire	@Ripple CEO @bgarlinghouse on @Libra_ Perhaps some 'Silicon Valley arrogance' with #crypto #XRP #XRPcommunity ...… https://t.co/VjKDdXWcyt	Highland Park, TX	2019-07-19 00:49:35
31	XRPcharts	@XRP_martY $5-$6 over the next 4 years is at the *top end* of reasonable logic IMO. Even that would be great. Anyth… https://t.co/dLVYWZmCbW	Brisbane, Queensland	2019-07-19 00:49:01
32	tsspecialsteels	@OTC_Bitcoin $rsr you cheeky Bitcoin Fund Manager you.... haha. Love your work mate. Keep it up! When I get my 3 BT… https://t.co/XQCYpxv2hW	Australia	2019-07-19 00:49:01
33	BullishGentlem1	Let’s also not forget. If $LINK had the market cap of $XRP right now. $LINK is $40, food for thought.	1000$ EOY 	2019-07-19 00:48:19
34	CurrencyNews	Warren Buffett Crypto Power Lunch Adds Circle CEO Jeremy Allaire #BitcoinNews #CryptoNews #Cryptocurrencynews #QASH… https://t.co/lzrXmpsG27	London, England	2019-07-19 00:48:15
35	XRP_ANDY	@WomanBlockchain @JWilliamsFstmed @ethereal_ai @RedKatLife @katzz77 @Coinboyspodcast @APompliano @crowdfluence1… https://t.co/bS8X6tBgz9		2019-07-19 00:47:30
36	PotooXr	"The blind leading the blind. #BITCOM  

And you wonder why the US is in this regulatory mess.  Well, this is why.… https://t.co/ytdFP3S4Mi"		2019-07-19 00:47:12
37	XrpJpy	XRP to JPY Price ¥34.41359998 #xrp #coincheck #リップル		2019-07-19 00:46:39
38	Court2481	ZerpHatersMakeNoSense https://t.co/2TkaL9SUtL  (Seinfeld voice) “What’s the deal with people hating the #XRP “ #YesImSoCorny 😜	Denver, CO	2019-07-19 00:46:36
39	robostopia	"💰 Market Cap: $289,492,681,825
👊 BTC Dominance: 65.76%
❤ BTC: $10674.1469094
❤ ETH: 0.02114016 BTC
❤ XRP: 0.0000301… https://t.co/9VmdIfyrUy"	World	2019-07-19 00:45:02
40	KickBoyTriple	Brad Retirementhouse 😂 @bgarlinghouse #Xrp #Ripple https://t.co/Kp5U80Ml0p	North Carolina / Atlanta	2019-07-19 00:44:46
41	rickeutsch	Look at all those new #xrp accounts created! Do you see them? I mean all 5 of them!  lol lol lol https://t.co/fyzqAD1ARA		2019-07-19 00:44:45
42	kimberlyjo1313	@DancemomsAbbie @mhelal2 BIG THANKS, ANTHONY!! I’M DONE WITH 32300 XRP		2019-07-19 00:44:38
43	sadeghiseresht	The #xrp is as firmly and firmly priced as its predecessor, and does not intend to climb 😃🤣💪		2019-07-19 00:44:27
44	kimberlyjo1313	@CryptoDonaIts @XrpYoda @JeffBezos @amazon BIG THANKS, ANTHONY!! I’M DONE WITH 32300 XRP		2019-07-19 00:44:15
45	MichaelHiles	"Crypros discussed in Congress:

BTC
Libra 

Cryptos not discussed in Congress:

XRP
ETH
BCH
BSV
EOS
XLM
TRX
..."	Cincinnati USA	2019-07-19 00:43:51
46	23mediatx	@ltcoinwhisperer @ImShillGates @CryptoBrekkie Xrp coin metrics makes this mathematically close to impossible.  You… https://t.co/9MZFJ2UMhV	Houston, TX	2019-07-19 00:43:47
47	rickeutsch	If this is it I can only say LMAO  Can someone from the #xrp army tell us if this is correct!  Are these the proper… https://t.co/GgCdWay7UG		2019-07-19 00:43:36
48	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$BTC - 10643.57 $ (-0.43 %)
$ETH - 224.51 $   (-1.32 %)
$XRP - 0.32 $     (-1.1… https://t.co/80CdKFJ3Ot"		2019-07-19 00:42:48
49	amendigo1	@cryptomanran That's a weird symbol for #xrp	Australia	2019-07-19 00:42:43
50	cryptosUSD	"🔄 Prices update in $USD (1 hour):

$BTC   - 10675.8 $   (-0.28 %)
$ETH   - 225.28 $    (-1.37 %)
$XRP   - 0.32 $… https://t.co/ovlbV6e45o"		2019-07-19 00:42:42
51	BittrexPrices	"🔄 Prices update in $USDT (1 hour):

$BTC - 10640.03 $  (-0.55 %)
$ETH - 224.92 $    (-1.09 %)
$XRP - 0.32 $      (-… https://t.co/iz9WgvwPjZ"		2019-07-19 00:42:42
52	coin_whisperer	Sign up now to https://t.co/nlKr7xlSJq and jump on this  BITMEX killer boat before too late !!!    BTC / BCH deposi… https://t.co/xujf6OWpSX	moon (obviously)	2019-07-19 00:41:48
53	lovebooalways	"@WietseWind @NordicAnn @Mr_HvD @Tom_Kuster @XRP_Fund Uuuuuuu nice you 3!
+.369 @xrptipbot"	Uranus	2019-07-19 00:41:16
54	BuymycardsC	@jungleincxrp I was thinking this today! I kinda figured btc at 100k would put xrp at 15 or 20		2019-07-19 00:41:04
55	analyst5_bot	"#crypto mkt cap last hour

🚀
$ARDR +2.109m
$RVN +1.948m
$SNT +1.935m

🌧️
$BTC -576.262m
$ETH -331.761m
$XRP -103.22… https://t.co/8Aivw7eTzw"		2019-07-19 00:40:45
56	CarreySampen	"$XRP hit TP3, 67% Profits(10x)

For Free signals, join telegram- https://t.co/HPlsnALAUU

$POE $NEXO $LOOM $CVT… https://t.co/mK6w8a1r69"		2019-07-19 00:40:40
57	IbanezPascal	@Fame21Moore My co workers are laughing at me that xrp is down, and i am in loss...  I know i am going to laugh last!		2019-07-19 00:40:35
58	RomanPov1	@ashgoblue @XrpCenter @thegeek21 Maybe you guys could stop dumping Xrp on us ? That would be nice to.		2019-07-19 00:40:13
59	zerpslurp	"Predicted XRP price for Sat 20 Jul @ 00:30 UTC = $0.3149.
Actual price at time of prediction (00:30 UTC today) = $0… https://t.co/8VaykeqJSy"	Northampton, England	2019-07-19 00:40:01
60	JayedMartian	"What's that old saying @digitalassetbuy?

""You catch more flies with honey than you do with vinegar""

And boy oh bo… https://t.co/nIDgaG6Aiw"	United States	2019-07-19 00:39:50
61	axe_slinger	@CryptoDave13 @digitalassetbuy Bitcom is the new XRP killer!		2019-07-19 00:39:44
62	LegalIm58646919	@G84365755 @knowbody001 @erst69 I rather not to have one and to have 40K XRP lol	United States	2019-07-19 00:39:28
63	jasonclarktwit	"don't miss out on registering on Binance, before they close registrations again

 https://t.co/tmxmHXx53B

 $BTC… https://t.co/zsaOgulLM8"		2019-07-19 00:39:21
64	dane_xrp	@GetCoinJar Have you guys ever thought about running a #xrp validator?	Sydney, New South Wales	2019-07-19 00:38:51
65	PalmR77	@JKoshin21 You’re looking for a utopian society without government and oversight of financial institutions, and I c… https://t.co/wHoV3ITHVu		2019-07-19 00:38:51
66	hastytoro	@kieranmlkelly @ihaveCred They are great, however they have major exposure with XRP at the moment, hence the lendin… https://t.co/84wa09fdkB	EMEA	2019-07-19 00:38:49
67	Cryptohulk6	"$XRP hit TP3, 67% Profits(10x)

For Free signals, join telegram- https://t.co/UhYFZbHtVE

$QTUM $XLM $IPC $AOA $WGR… https://t.co/ul75kQF3EO"		2019-07-19 00:38:31
68	RubenRibeiroLTC	@ltcoinwhisperer @ImShillGates @CryptoBrekkie Although I think it’s a very conservative price for XRP, I will still… https://t.co/yuRyWaiSv8	Cascais, Portugal	2019-07-19 00:38:11
69	_hdrs8	@DirtyMike330 Bnb started slowly and traded below ico price for like a week or so but it picked up within two weeks… https://t.co/pLVuQLTVhf		2019-07-19 00:38:00
70	789Xrp	Just wanting to say thanks to some more of my favorite Youtubers for your time and contributions. Thank you all!! 2… https://t.co/z4DePPYw2U	IoV	2019-07-19 00:37:55
71	Operation_xrp	@GetLocoNow 363 1092 3279 XRP mooon	Newark, NJ	2019-07-19 00:37:42
72	devnullius	Ripple Labs Made $533.7M Dumping XRP in 2018, Token Still Down 82% - Bitcoinist https://t.co/qcd8et1QVt	Altcoinworld	2019-07-19 00:37:25
73	CryptoDonaIts	@acalabro1 @stadsbij @rektcapital God bless my life! 65 600 XRP in 30 sec!! Great promo!!		2019-07-19 00:36:29
74	CryptoDonaIts	@stadsbij @CryptoDonAlt God bless my life! 65 600 XRP in 30 sec!! Great promo!!		2019-07-19 00:36:23
75	JamesMalpass12	@XRP_ANDY It’s hard to say what it will do short term. Just find the ones you are passionate about accumulate when… https://t.co/KzTUwBJ49q	Georgia, USA	2019-07-19 00:36:09
76	Myshops2	Japan is Set to Create Major Ripple (XRP)’s Competitor https://t.co/3iyLQCMwxc		2019-07-19 00:35:48
77	ReneeezSat	"@LandM_Marius Hey marius,
When will you release the new data on dgb and xrp? It was meant to be the 17th/18th july but I cant find it."		2019-07-19 00:35:31
78	marshal_xrp_moe	@MsKorinne Because now the bankers and prisons are running this shit, with the govt support, while everyone thinks… https://t.co/G6gwk3t3sO	United States	2019-07-19 00:35:31
79	newincrypto1	"@BankXRP Yes it’s all great but did you know that 100 XRP widrawl they keep 4.5 XRP 
Not so good"		2019-07-19 00:34:56
80	Trexia06238702	@FLGatorTrader @digitalassetbuy @thebearablebull @AlexCobb_ With @Ripple #Ripplenet ... Banks will use $XRP... watc… https://t.co/jQKwhYOqL4	United States	2019-07-19 00:34:44
81	JayedMartian	@LLAMAreignbow @digitalassetbuy @MoonLamboio @xrp_mami @XrpMr @CKJCryptonews @RippleXrpie @BankXRP @perucryptoXRP C… https://t.co/oNmtJK8dFS	United States	2019-07-19 00:34:39
82	mjeng54	@XRP_Anderson @xrp_anderson thanks for all your work and insight. That’s good putting that together	Pennsylvania, USA	2019-07-19 00:34:14
83	tradetraderson	@XRP_martY @XRPcharts somewhere between .30 and .40 cents so plan accordingly	Everywhere	2019-07-19 00:33:47
84	XRP_ANDY	@JamesMalpass12 Hopefully we get a spike soon. Mitch Ray was saying this might be the bottom for now for ada. Let’s see what happens		2019-07-19 00:33:46
85	PotooXr	@Green__Bullet @APompliano Wait, wasn't Libra supposed to be the #XRP killer? Is #xrp dead yet?		2019-07-19 00:33:27
86	btc_update	"Join the club at https://t.co/OFxbPHVMF0
5 BTC Bonus &amp; Live dealers
#blackjack #bitcoin #btc #casino #bet #gamble… https://t.co/MjniB7xjTM"		2019-07-19 00:33:15
87	DevNullProd	In the last day, 1 account was created every 27.98 XRP ledgers. See the full report at https://t.co/f17f3GfTNM	New York, USA	2019-07-19 00:33:11
88	DevNullProd	22303 XRP ledgers were closed in the last day	New York, USA	2019-07-19 00:33:10
89	DevNullProd	rU2mEJSLqBRkYLVTv55rFTgQajkLTnT6mA sent the most payments via the XRP Ledger in the last day: 4553 (https://t.co/4LlG034xyK)	New York, USA	2019-07-19 00:33:10
90	DevNullProd	80092.14 REP was sent across the XRP Ledger in the last day	New York, USA	2019-07-19 00:33:10
91	DevNullProd	988.369 XRP was burned in transaction fees in the last day	New York, USA	2019-07-19 00:33:10
92	CoinoMonitor	Top12 from big coins: #XRP 0.72%, #BNB 0%, #USDT -0.03%, #BTC -0.47%, #EOS -0.81%, #XRP -0.98%, #XLM -1.13%, #TRX -… https://t.co/wI7gJmaTm7		2019-07-19 00:33:01
93	LLAMAreignbow	ALL banks in India are using #XRP that’s potentially 1.3B people out of 7.5B people in total. That’s EPIC… https://t.co/itjHn3ZhcA		2019-07-19 00:32:55
94	KoriannaAleksa	@gordongekko369 All the xrp ppl be like https://t.co/Ntj0ZKyxRj	Elsmere, KY	2019-07-19 00:32:46
95	hastytoro	@ZerpHound @QuadraQ @haydentiff @Ripple Personally, I prefer the idea that retail is not involved in the UNL and XR… https://t.co/3qmuvaiD6Z	EMEA	2019-07-19 00:32:39
96	aWebAnalysis	"Ripple XRP Current Price:
$0.322
1 Hour: -1.06 % | 24 Hours: 3.38 % | 7 Days: -2.33 %
#xrp #ripple"	New York, NY	2019-07-19 00:32:06
97	XRP_martY	@XRPcharts I’m still a bit new to XRP/investing. I played around with my holdings trying to figure out my exit stra… https://t.co/Hmmk70dZJb		2019-07-19 00:31:41
98	iamdarrenriccs	@Kramerwhale @SquawkCNBC @PatrickMcHenry No, that only applies to bitcoin because of its double spend vulnerability… https://t.co/ekyYOFbTo1	Philippines	2019-07-19 00:31:13
99	JamesMalpass12	@XRP_ANDY I have held it off and on since I started but recently stacked up again.	Georgia, USA	2019-07-19 00:30:55
100	ZerpHound	@ericaltm I’ve never waited literally an entire day for my XRP transaction to clear nor have I payed a $35 fee to use XRP.		2019-07-19 00:30:44
101	Odds75	@Ralf66557696 @BankXRP @CoinFieldEX Yup, more and more places seem to be willing to offer some sort of interest/sta… https://t.co/eK8YGOkPTb	Sydney	2019-07-19 00:30:28
102	robostopia	"💰 Market Cap: $288,199,164,245
👊 BTC Dominance: 65.74%
1️⃣ BTC: $10,628.36 | 1H: -0.53%
2️⃣ ETH: $224.39 | 1H: -1.2… https://t.co/Cy4SFaN6OX"	World	2019-07-19 00:30:17
103	luvman318	@val5linx @CyPhlux Oh Yeah #XRP NATION		2019-07-19 00:30:10
104	zerpslurp	"Yesterday's XRP price prediction: price when prediction made (24 hours earlier)=$0.3101.
 Predicted price for Fri 1… https://t.co/7E4O8RWgx9"	Northampton, England	2019-07-19 00:30:02
105	thirdbrainfx	"Check all here --&gt; https://t.co/S1I0bD8b2s 
On #Hitbtc #XRP to #ETH -- &gt; 0.00141527, volume --&gt; 764794 
On #Exmo… https://t.co/HbCp3xeQW9"	Lausanne (Switzerland)	2019-07-19 00:30:02
106	DocumentTailor	#DocTailor supports third-party #blockchains; maximizing the ability for #cryptocurrency holders to create #legal… https://t.co/rIs98Rm1mX	Global	2019-07-19 00:30:02
107	XRP_ANDY	@JamesMalpass12 True that, I do believe Charles Hoskinson is one of smartest guy in our space. Do you hold any?		2019-07-19 00:29:11
108	Kramerwhale	@iamdarrenriccs @SquawkCNBC @PatrickMcHenry You know how many XRP bots say the same thing, it's almost as if you ge… https://t.co/ePVXjcnQYm		2019-07-19 00:29:04
109	XRP2112	@CyPhlux Sh1t, I'll be happy with $30/xrp.  But will always keep 1/2 on ledger nanao as a retirement account.	MN	2019-07-19 00:29:01
110	ZarkMuckerbarn	$xrp.   Good for nothing.	Planet Earth: 127.0.0.1	2019-07-19 00:27:48
111	SteveFreshour	@kevinolearytv I believe I heard you say you would be interested in a crypto that was regulated. Have you looked in… https://t.co/IkYSt8WZQN	Rancho Cucamonga	2019-07-19 00:27:34
112	marshal_xrp_moe	@MsKorinne He's straight up a mini you	United States	2019-07-19 00:27:23
113	XRP_martY	@gordongekko369 I see the 19th at 4:50 but I don’t get what it means 😆		2019-07-19 00:27:13
114	NazarioParisi	@dam00r @Eljaboom Once banks, FI, and central banks will keep XRP in their bags and the price will be stable thanx… https://t.co/2mYEXK3Xlq	Cattolica	2019-07-19 00:26:33
115	XRPcharts	"Bulls gingerly holding the 1hr close line.

If we close below the purple dashed - The only other bullish scenario I… https://t.co/lPniuJsfn6"	Brisbane, Queensland	2019-07-19 00:26:30
116	416Crypto	"#xrp #XRPcommunity #DigitalAssets @digitalassetbuy @BakkupBradley 
China rules Bitcoin a Legal Commodity
https://t.co/l3Bhhdp7JN"	Toronto, Ontario	2019-07-19 00:26:16
117	stadsbij	@FabienAUSTRUY @OracleOfAlts Fantastic!!! Just sent 4,000 xrp and got 40,000 xrp back!! Love you, guys!!	Antwerpen	2019-07-19 00:26:14
118	CKJCryptonews	"SBI CEO Ripple Board Member 
Kitao : My Dream is for XRP To be Global Currency by 2025
https://t.co/g3m7Jt3z3v
XRP… https://t.co/WcFcbfnfOf"		2019-07-19 00:25:45
119	Moshe1884	@Fac3less_Man Easy: $XRP and $QNT		2019-07-19 00:25:43
120	webnowcompany	#BTC #XLM #XRP The cryptocurrency market is regaining strength after a huge loss of over $3,000 in less than 10 day… https://t.co/pyVTHSVvQZ	USA	2019-07-19 00:25:36
121	stuart_xrp	@jerallaire @WarrenBuffett Jeremy considering Circle is part of the “Growing XRP ecosystem” will you be talking abo… https://t.co/Dmm3HIYyB3	Past, Present and Future	2019-07-19 00:25:33
122	XRPVain	@bgarlinghouse's recent commentary on @CNBC #xrp #XRPcommunity #xrpthestandard #0doubt #BradForPresident  https://t.co/Ajfkiqy3qG	United States	2019-07-19 00:25:31
123	XRP_Tap	"❤️💧😇 I am humbled by the support of the #XRPcommunity, 2,000 followers and still climbing! 😉💧❤️
@Roj6836 +0.025920… https://t.co/TvTrBbT3Rm"	Ripple HQ - Kitchen Sink	2019-07-19 00:25:30
124	Chillyo0311	I was about to retweet this tweet from #Ripple until I noticed the number of retweets.  589 confirmed haha #XRP… https://t.co/BlqDnXNBvj		2019-07-19 00:25:00
125	Kramerwhale	@iamdarrenriccs @SquawkCNBC @PatrickMcHenry Not XRP that's for damn sure		2019-07-19 00:24:02
126	MochaNight	#cryptocurrency is the oil of the 21st century and the future.  You better get with it. #ApolloCurrency #XRP #Bitcoin	None other than the 713	2019-07-19 00:23:47
127	btc_update	"Match time [02:00 GMT] Portland Timbers vs Orlando City ;
Bet at https://t.co/OFxbPHVMF0 by #bitcoin #btc #soccer… https://t.co/oc8zBf4Ebc"		2019-07-19 00:23:17
128	goforcrypto1	Is Ripple’s Data on XRP Circulating Supply and Inflation Fake? Messari Report Suggests https://t.co/FZckreGXe6 https://t.co/r0z6bMkdO4		2019-07-19 00:22:24
129	billionairem_	Xrp stalling like a mf	Illinois, USA	2019-07-19 00:21:41
130	cryptodataDL	Free #crypto data sets in CSV format by exchange and Daily / Hourly timeframes --&gt; https://t.co/ASVxajA9vY - no reg… https://t.co/mZimhpa9Qo	The web	2019-07-19 00:21:17
131	JayedMartian	@LLAMAreignbow @digitalassetbuy @MoonLamboio @xrp_mami @XrpMr @CKJCryptonews @RippleXrpie @BankXRP @perucryptoXRP L… https://t.co/XBJb8Wul2P	United States	2019-07-19 00:20:52
132	gmase2020	@LowryKagan Sold all my XRP and VET when Link dumped the other day. Best move I feel. Link is 🔥🔥🔥	Perth, Perth (WA)	2019-07-19 00:20:37
133	Cryptoc46572563	"Major Cryptocurrency latest prices(18,Jul 20:20)

[Bitcoin(BTC)]  10,607.18 USD
[Ethereum(ETH)]  223.97 USD
[XRP(XR… https://t.co/l8wKVTD7eo"	United States	2019-07-19 00:20:27
134	incoinsbot	"#crypto prices update 1h 
 
$BTC $10627.48 -0.38%🔻
$ETH $224.76 -0.66%🔻
$XRP $0.32 -0.83%🔻
$LTC $100.29 -1.82%🔻… https://t.co/RvReOrOdGc"	Bot, Thailand	2019-07-19 00:20:26
135	caspercrypto	@cryptunez Broke: this is a losing trade. Woke: this trade is one trade closer to my next winning trade (unless tra… https://t.co/8yceXoObbP	The Ether	2019-07-19 00:20:14
136	airdrops_tokens	"Guide to Earn 30-1000$ Daly with $KCS Coin

https://t.co/toYN4GowFs

$BTC $ETH $ONT $DCR $XMR $VET $XTZ $ENJ $RVN… https://t.co/wo92hoHmxG"		2019-07-19 00:20:03
137	SayHiToUrMom	@ltcoinwhisperer @ImShillGates @CryptoBrekkie XRP only replaces few brain cells that is left with shit.		2019-07-19 00:19:49
138	val5linx	@CyPhlux I've been telling my family members who are also invested in xrp the same thing! I've been looked at like… https://t.co/go1c7FdYlg	Murfreesboro, TN	2019-07-19 00:19:26
139	Plant_Xrp	Bitcom 🤭🤭 https://t.co/3EdSoVJacS	Dubai, United Arab Emirates	2019-07-19 00:19:21
140	jasonclarktwit	"don't miss out on registering on Binance, before they close registrations again

 https://t.co/tmxmHXx53B

 $BTC… https://t.co/AQbRViKOCM"		2019-07-19 00:19:21
141	compscyborg	@ltcoinwhisperer @ImShillGates @CryptoBrekkie You need to look in the mirror... XRP replaces fiat currency? On what… https://t.co/rLiOEIHzhE		2019-07-19 00:17:45
142	xrptoothfairy	Apple + XRP 👀 rumor any truth to this? #xrparmy	Las Vegas, NV	2019-07-19 00:17:23
143	SKIa8xcK2WeTF6R	"Others altcoins and bit going up but XRP is not moving up much. .    

I know that XRP has great future but makes m… https://t.co/7v7j9c6u1O"		2019-07-19 00:17:09
144	xrpinmyass	@arrington still not as old as the xrp bear market		2019-07-19 00:17:06
145	CyPhlux	@Rob_Cash71 Ripple knows what they're doing. They are working directly with these guys. I have a feeling it may sti… https://t.co/gTgreYtWWh		2019-07-19 00:16:56
146	XrpJpy	XRP to JPY Price ¥34.50295698 #xrp #coincheck #リップル		2019-07-19 00:16:40
147	BettingJesus1	"@BettingJesus1 IS THE SYNDICATE INSIDER

🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋🐋
OKLAND ATHLETICS  VS. MINNESOTA TWINS
PICK: OKLAND ATHLET… https://t.co/5bXygA7kIx"	Malibu, CA	2019-07-19 00:16:38
148	JamesMalpass12	@XRP_ANDY I still feel as if that is a low price for ADA. It has huge potential if things line up for them.	Georgia, USA	2019-07-19 00:15:39
149	connorobert111	"@digitalassetbuy @Ripple @bgarlinghouse I""m perfectly fine with BTC being digital gold &amp; XRP being digital money!"		2019-07-19 00:15:17
150	iamdarrenriccs	@Kramerwhale @SquawkCNBC @PatrickMcHenry Ok, I'm tired of doing this with you. Your ignorance of the matter amuses… https://t.co/xFbCeRtY1T	Philippines	2019-07-19 00:15:11
151	robostopia	"💰 Market Cap: $288,065,023,212
👊 BTC Dominance: 65.7%
❤ BTC: $10636.2433861
❤ ETH: 0.02122016 BTC
❤ XRP: 0.00003035… https://t.co/GI4miaONok"	World	2019-07-19 00:15:03
152	Testie403	"Top 5 by Mrkt Cap
Name    Price      24Hr %    7d %
BTC     10636.2433861+9.64        -6.76     
ETH     225.166819… https://t.co/PAxaPVqymW"		2019-07-19 00:15:02
153	JamesMalpass12	@XRP_ANDY Ouch	Georgia, USA	2019-07-19 00:14:37
154	Sapreem7	$XRP is the new crypto of America. All #Veterans #USgovernmentofficials and #Americans as a whole should invest in… https://t.co/ByNc1yWMer	View Park-Windsor Hills, CA	2019-07-19 00:14:36
155	JoChristianaire	@Rob92608209 @Shahilacom @Rhythmtrader You need a new set of advisers my friend. I've invested in a lot of cryptos.… https://t.co/QuPXXnfv4C	Colorado Springs, CO	2019-07-19 00:14:21
156	LLAMAreignbow	New addition to the Warren Buffet charity lunch. Is it any good for #XRP ? Thoughts @digitalassetbuy @JayedMartian… https://t.co/Y4cIoxkxAN		2019-07-19 00:14:20
157	jasonclarktwit	this channel called $DGB before it made 6x. they only share high reward, low risk signals. join:… https://t.co/XbGb5Ervz1		2019-07-19 00:14:17
158	PaulESamson	News Aggregated By BitcoinPrices.Stream-- XRP still down over 88% from its ATH, whereas Ripple made half a billion… https://t.co/RjFtBQRaCr	Bathurst, New Brunswick, Canada	2019-07-19 00:14:01
159	Radiog3nic	People will literally use *anything* to attempt to FUD #xrp - absolutely anything. “Tiffany Hayden advocates for an… https://t.co/LkQdj1OD6W		2019-07-19 00:13:52
160	XRP_ANDY	@JamesMalpass12 Got the majority around 50-65 cents. Still holding but I hate Cardano with a passion 🤣		2019-07-19 00:13:37
